HGNC ID,GENE,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Accession numbers,RefSeq IDs,ENTREZ,ENSGID,GENE_GC%,CHR,START,END,GENE_BIOMART_OTHERS
HGNC:33834,ETV3L,ETS variant transcription factor 3 like,Approved,,FLJ16478,1q23.1,AK131392,NM_001004341,440695,ENSG00000253831,53.1,1,157061836,157069600,
HGNC:17591,CLDN23,claudin 23,Approved,,CLDNL,8p23.1,AK123547,NM_194284,137075,ENSG00000253958,60.67,8,8559448,8561616,
HGNC:13499,ZNF260,zinc finger protein 260,Approved,,"ozrf1, Zfp260",19q13.12,AK122854,NM_001012756,339324,ENSG00000254004,40.16,19,37001597,37019562,
HGNC:6735,LYN,"LYN proto-oncogene, Src family tyrosine kinase",Approved,,JTK8,8q12.1,M16038,NM_002350,4067,ENSG00000254087,43.18,8,56792372,56923940,
HGNC:30046,PINX1,PIN2 (TERF1) interacting telomerase inhibitor 1,Approved,,"PinX1, LPTL, LPTS, FLJ20565, MGC8850, Gno1, Pxr1",8p23.1,AF418553,NM_017884,54984,ENSG00000254093,43.17,8,10622473,10697394,
HGNC:1708,CD8B2,CD8b2 molecule,Approved,CD8BP,,2q12.2,,NM_001349727,927,ENSG00000254126,49.04,2,107103824,107123396,CD8BP
HGNC:37453,NPIPB11,nuclear pore complex interacting protein family member B11,Approved,,,16p11.2,,NM_001310137,728888,ENSG00000254206,47.5,16,29392675,29415350,
HGNC:28947,LRRC24,leucine rich repeat containing 24,Approved,,LRRC14OS,8q24.3,AB178281,NM_001024678,441381,ENSG00000254402,63.08,8,145747761,145752416,
HGNC:32926,SIGLEC14,sialic acid binding Ig like lectin 14,Approved,,,19q13.41,AY854038,NM_001098612,100049587,ENSG00000254415,54.84,19,52145806,52150054,
HGNC:21079,PBOV1,prostate and breast cancer overexpressed 1,Approved,,"UC28, UROC28",6q23.3,AF189269,NM_021635,59351,ENSG00000254440,38.26,6,138537129,138539627,
HGNC:15173,OR4D10,olfactory receptor family 4 subfamily D member 10,Approved,OR4D10P,OST711,11q12.1,AB065808,NM_001004705,390197,ENSG00000254466,46.97,11,59244846,59245869,
HGNC:25104,AP5B1,adaptor related protein complex 5 subunit beta 1,Approved,,"PP1030, AP-5, DKFZp761E198",11q13.1,JQ313135,NM_138368,91056,ENSG00000254470,62.81,11,65543364,65548273,
HGNC:20274,CHMP4A,charged multivesicular body protein 4A,Approved,C14orf123,"HSPC134, VPS32A",14q12,AF212243,NM_014169,29082,ENSG00000254505,50.64,14,24678789,24683075,
HGNC:15482,SIGLEC12,sialic acid binding Ig like lectin 12 (gene/pseudogene),Approved,SIGLECL1,"SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1",19q13.41,AF282256,NM_053003,89858,ENSG00000254521,50.41,19,51994611,52005043,
HGNC:31955,PABPC4L,poly(A) binding protein cytoplasmic 4 like,Approved,,,4q28.3,AY672099,NM_001114734,132430,ENSG00000254535,36.02,4,135117488,135122903,
HGNC:8136,OMP,olfactory marker protein,Approved,,,11q13.5,U01212,NM_006189,4975,ENSG00000254550,63.01,11,76813886,76814377,
HGNC:6814,MAGEL2,MAGE family member L2,Approved,NDNL1,nM15,15q11.2,AJ243531,NM_019066,54551,ENSG00000254585,54.69,15,23888691,23891175,
HGNC:2458,CSNK2A3,casein kinase 2 alpha 3,Approved,CSNK2A1P,,11p15.4,X64692,NM_001256686,283106,ENSG00000254598,46.33,11,11373489,11374904,
HGNC:32685,ARMS2,age-related maculopathy susceptibility 2,Approved,,"LOC387715, ARMD8",10q26.13,BC066349,,387715,ENSG00000254636,44.26,10,124214169,124216868,
HGNC:6081,INS,insulin,Approved,"IDDM2, IDDM1",,11p15.5,X70508,NM_000207,3630,ENSG00000254647,64.81,11,2181009,2182571,
HGNC:14665,RTL1,retrotransposon Gag like 1,Approved,,"PEG11, MART1, Mar1, SIRH2, HUR1",14q32.2,,NM_001134888,388015,ENSG00000254656,58.05,14,101346992,101351184,
HGNC:15311,OR8J2,olfactory receptor family 8 subfamily J member 2 (gene/pseudogene),Approved,OR8J2P,,11q12.1,,,81169,ENSG00000254658,44.97,11,55978334,55979298,
HGNC:3825,FPGT,fucose-1-phosphate guanylyltransferase,Approved,,GFPP,1p31.1,AF017445,,8790,ENSG00000254685,34.35,1,74663896,74699770,
HGNC:38476,IGLL5,immunoglobulin lambda like polypeptide 5,Approved,,,22q11.22,"M34518, M34515",NM_001178126,100423062,ENSG00000254709,48.78,22,23229960,23238287,
HGNC:33482,MEX3A,mex-3 RNA binding family member A,Approved,RKHD4,RNF162,1q22,AK024097,NM_001093725,92312,ENSG00000254726,53.44,1,156041804,156051789,
HGNC:14809,OR10G4,olfactory receptor family 10 subfamily G member 4,Approved,,,11q24.2,AB065757,NM_001004462,390264,ENSG00000254737,53.95,11,123886282,123887217,
HGNC:3213,EEF1G,eukaryotic translation elongation factor 1 gamma,Approved,,EF1G,11q12.3,X63526,NM_001404,1937,ENSG00000254772,48.44,11,62327073,62342401,
HGNC:10965,SLC22A18AS,solute carrier family 22 member 18 antisense,Approved,"BWSCR1B, ORCTL2S, SLC22A1LS","BWR1B, p27-BWR1B",11p15.4,AF035407,NM_007105,5003,ENSG00000254827,59.05,11,2909010,2924970,
HGNC:15290,OR5M10,olfactory receptor family 5 subfamily M member 10,Approved,,,11q11,BK004515,NM_001004741,390167,ENSG00000254834,44.11,11,56344212,56345263,
HGNC:41979,NPIPA2,nuclear pore complex interacting protein family member A2,Approved,,,16p13.11,,,642799,ENSG00000254852,46.03,16,14841923,14859270,
HGNC:28177,MPV17L2,MPV17 mitochondrial inner membrane protein like 2,Approved,,"FKSG24, MGC12972",19p13.11,AK094091,NM_032683,84769,ENSG00000254858,59.62,19,18303992,18307758,
HGNC:37247,BORCS8,BLOC-1 related complex subunit 8,Approved,MEF2BNB,,19p13.11,,,729991,ENSG00000254901,54.34,19,19287712,19303400,MEF2BNB
HGNC:3008,DPP3,dipeptidyl peptidase 3,Approved,,,11q13.2,AB017970,,10072,ENSG00000254986,52.26,11,66247484,66277130,
HGNC:23604,KRTAP5-9,keratin associated protein 5-9,Approved,KRN1,"KRTAP5.9, KRTAP5-1",11q13.4,AB126078,,3846,ENSG00000254997,55.47,11,71259466,71260653,
HGNC:23057,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex,Approved,C3orf10,"MDS027, HSPC300",3p25.3,AF161418,NM_018462,55845,ENSG00000254999,45.07,3,10157276,10168874,
HGNC:14533,UBTFL1,upstream binding transcription factor like 1,Approved,C11orf27,,11q14.3,,NM_001143975,642623,ENSG00000255009,44.05,11,89819081,89820299,
HGNC:8352,OR5M1,olfactory receptor family 5 subfamily M member 1,Approved,,OST050,11q11,AB065742,NM_001004740,390168,ENSG00000255012,44.73,11,56380031,56380978,
HGNC:28213,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y,Approved,,MGC14156,4q22.1,AB206972,NM_032906,84992,ENSG00000255072,44.24,4,89442724,89442940,
HGNC:8185,OR1D4,olfactory receptor family 1 subfamily D member 4 (gene/pseudogene),Approved,,OR17-30,17p13.3,U04681,NM_003552,653166,ENSG00000255095,52.29,17,3143970,3144908,
HGNC:29111,KIAA0754,KIAA0754,Approved,,,1p34.2,,NM_015038,643314,ENSG00000255103,48.88,1,39876151,39882154,
HGNC:24287,CHMP1B,charged multivesicular body protein 1B,Approved,,"CHMP1.5, C18orf2, Vps46B",18p11.21,AF306520,NM_020412,57132,ENSG00000255112,41.52,18,11851395,11854448,
HGNC:32961,EID3,EP300 interacting inhibitor of differentiation 3,Approved,,"FLJ25832, NSMCE4B, NSE4B",12q23.3,BC027612,NM_001008394,493861,ENSG00000255150,44.81,12,104697517,104698980,
HGNC:37865,GLYATL1B,glycine-N-acyltransferase like 1B,Approved,GLYATL1P3,,11q12.1,,,100287520,ENSG00000255151,37.69,11,58853780,58862259,GLYATL1P3
HGNC:53111,HTD2,hydroxyacyl-thioester dehydratase type 2,Approved,,,3p14.3,,NM_001348712,109703458,ENSG00000255154,43.98,3,58303341,58303847,RPP14
HGNC:41910,CCDC166,coiled-coil domain containing 166,Approved,,,8q24.3,,NM_001162914,100130274,ENSG00000255181,71.89,8,144788864,144790279,
HGNC:23106,NANOGP8,Nanog homeobox retrogene P8,Approved,,,15q14,,NG_004093,388112,ENSG00000255192,49.13,15,35376394,35377311,
HGNC:33827,CARD17,caspase recruitment domain family member 17,Approved,,INCA,11q22.3,,NM_001007232,440068,ENSG00000255221,37.18,11,104963196,104972158,
HGNC:15291,OR5M11,olfactory receptor family 5 subfamily M member 11,Approved,,OR11-199,11q11,AP002517,NM_001005245,219487,ENSG00000255223,45.45,11,56309746,56310757,
HGNC:49420,PRR23D1,proline rich 23 domain containing 1,Approved,,,8p23.1,,,100131608,ENSG00000255251,48.85,8,7397150,7399972,
HGNC:44179,SMIM35,small integral membrane protein 35,Approved,TMPRSS4-AS1,,11q23.3,,NR_038318,100526771,ENSG00000255274,46.51,11,117886487,117957508,TMPRSS4-AS1
HGNC:19622,OR8G5,olfactory receptor family 8 subfamily G member 5,Approved,"OR8G5P, OR8G6",,11q24.2,BK004516,NM_001005198,219865,ENSG00000255298,44.19,11,124134723,124135763,
HGNC:1191,EID1,EP300 interacting inhibitor of differentiation 1,Approved,"C15orf3, CRI1",EID-1,15q21.1,AF092135,NM_014335,23741,ENSG00000255302,41.64,15,49170083,49172380,
HGNC:15207,OR52B2,olfactory receptor family 52 subfamily B member 2,Approved,,,11p15.4,AB065763,NM_001004052,255725,ENSG00000255307,48.19,11,6190560,6191638,
HGNC:14874,NOX5,NADPH oxidase 5,Approved,,"NOX5A, NOX5B",15q23,AF317889,NM_024505,79400,ENSG00000255346,42.71,15,69222864,69355083,
HGNC:44653,CCDC179,coiled-coil domain containing 179,Approved,,,11p14.3,,NM_001195637,100500938,ENSG00000255359,33.9,11,22868477,22881972,
HGNC:18875,TAS2R43,taste 2 receptor member 43,Approved,,T2R52,12p13.2,AF494237,NM_176884,259289,ENSG00000255374,38.95,12,11243886,11244912,
HGNC:49396,PRR23D2,proline rich 23 domain containing 2,Approved,,,8p23.1,,,100133251,ENSG00000255378,48.88,8,7636113,7638935,
HGNC:53905,OOSP4B,oocyte secreted protein family member 4B,Approved,,,11q12.1,,,107987155,ENSG00000255393,37.02,11,59792381,59798550,RP11-736I10.1
HGNC:16824,HCAR3,hydroxycarboxylic acid receptor 3,Approved,GPR109B,"HCA3, HM74",12q24.31,D10923,NM_006018,8843,ENSG00000255398,50.82,12,123199303,123201439,
HGNC:25493,EBLN2,endogenous Bornavirus like nucleoprotein 2,Approved,,,3p13,,NM_018029,55096,ENSG00000255423,41.75,3,73110810,73112488,
HGNC:28861,CARD18,caspase recruitment domain family member 18,Approved,,"UNQ5804, ICEBERG, pseudo-ICE",11q22.3,AY358231,NM_021571,59082,ENSG00000255501,39.83,11,105008448,105010453,
HGNC:37490,NPIPB8,nuclear pore complex interacting protein family member B8,Approved,,,16p11.2,,NM_001310136,728734,ENSG00000255524,45.84,16,28648975,28670003,
HGNC:14862,POLR2M,RNA polymerase II subunit M,Approved,GRINL1A,"Gdown, Gdown1, GCOM1",15q21.3,AF326773,,81488,ENSG00000255529,41.82,15,57884231,58074960,
HGNC:25110,FDXACB1,ferredoxin-fold anticodon binding domain containing 1,Approved,,"LOC91893, hCG_2033039",11q23.1,,NM_138378,91893,ENSG00000255561,44.18,11,111744780,111751967,
HGNC:8170,OR10G2,olfactory receptor family 10 subfamily G member 2,Approved,,,14q11.2,,,26534,ENSG00000255582,50.68,14,22101992,22103096,
HGNC:21068,RAB44,"RAB44, member RAS oncogene family",Approved,"RASD3, RASL13",dJ431A14.3,6p21.2,,NM_001257357,401258,ENSG00000255587,53.02,6,36683256,36699870,
HGNC:22200,TRIL,TLR4 interactor with leucine rich repeats,Approved,,KIAA0644,7p14.3,,NM_014817,9865,ENSG00000255690,56.76,7,28992974,28997934,
HGNC:8294,OR4D2,olfactory receptor family 4 subfamily D member 2,Approved,,,17q22,,,124538,ENSG00000255713,52.81,17,56247017,56247940,
HGNC:14707,OR6J1,olfactory receptor family 6 subfamily J member 1 (gene/pseudogene),Approved,"OR6J2, OR6J1P",,14q11.2,AC023226,,79549,ENSG00000255804,50.86,14,23102673,23103716,
HGNC:37165,MTRNR2L8,MT-RNR2 like 8,Approved,,,11p15.4,,NM_001190702,100463486,ENSG00000255823,42.4,11,10529434,10530723,
HGNC:34024,TIFAB,TIFA inhibitor,Approved,,,5q31.1,AB161513,NM_001099221,497189,ENSG00000255833,53.09,5,134779908,134788089,
HGNC:19109,TAS2R20,taste 2 receptor member 20,Approved,TAS2R49,"T2R20, T2R56",12p13.2,"AX097732, AF494236",NM_176889,259295,ENSG00000255837,34.76,12,11149094,11150474,
HGNC:2610,CYP2A6,cytochrome P450 family 2 subfamily A member 6,Approved,CYP2A3,"CPA6, CYP2A",19q13.2,AF182275,NM_000762,1548,ENSG00000255974,53.42,19,41349443,41356352,
HGNC:2542,CTSO,cathepsin O,Approved,CTSO1,,4q32.1,X77383,NM_001334,1519,ENSG00000256043,38.31,4,156845270,156875069,
HGNC:20492,COA8,cytochrome c oxidase assembly factor 8,Approved,"C14orf153, APOPT1","MGC2562, APOP-1",14q32.33,BC007412,NM_032374,84334,ENSG00000256053,48.97,14,104029299,104073860,APOPT1
HGNC:10710,TRAPPC2B,trafficking protein particle complex 2B,Approved,"SEDLP, TRAPPC2P1","SEDLP1, MIP-2A",19q13.43,,NM_001355204,10597,ENSG00000256060,50.95,19,57874879,57876721,TRAPPC2P1
HGNC:21493,DNAAF4,dynein axonemal assembly factor 4,Approved,DYX1C1,"EKN1, FLJ37882, CILD25",15q21.3,,NM_130810,161582,ENSG00000256061,42.67,15,55702723,55800432,DYX1C1
HGNC:20810,ZNF432,zinc finger protein 432,Approved,,KIAA0798,19q13.41,AB018341,NM_014650,9668,ENSG00000256087,41.15,19,52534632,52598991,
HGNC:44670,SMLR1,small leucine rich protein 1,Approved,,,6q23.1,AK091900,NM_001195597,100507203,ENSG00000256162,41.78,6,131148546,131158275,
HGNC:19112,TAS2R30,taste 2 receptor member 30,Approved,TAS2R47,T2R30,12p13.2,"AX097746, AF494233",NM_001097643,259293,ENSG00000256188,35.98,12,11285557,11287243,
HGNC:37157,MTRNR2L3,MT-RNR2 like 3,Approved,,,20q13.31,,NM_001190472,100462983,ENSG00000256222,40.49,20,55933496,55934878,
HGNC:12879,ZNF10,zinc finger protein 10,Approved,,KOX1,12q24.33,"X52332, BC024182",NM_015394,7556,ENSG00000256223,40.03,12,133707161,133736051,
HGNC:20807,ZNF486,zinc finger protein 486,Approved,KRBO2,MGC2396,19p12,BC008936,NM_052852,90649,ENSG00000256229,40.9,19,20278037,20311299,
HGNC:30248,SMIM3,small integral membrane protein 3,Approved,C5orf62,"MSTP150, NID67",5q33.1,AF313413,NM_032947,85027,ENSG00000256235,43.36,5,150157508,150176296,
HGNC:4982,HMBS,hydroxymethylbilane synthase,Approved,"PBGD, UPS, PORC",,11q23.3,X04808,NM_000190,3145,ENSG00000256269,50.91,11,118955576,118964259,
HGNC:13018,ZNF225,zinc finger protein 225,Approved,,,19q13.31,AF187991,,7768,ENSG00000256294,41.89,19,44616334,44637027,
HGNC:33998,PPIAL4D,peptidylprolyl isomerase A like 4D,Approved,,,1q21.1,,NM_001164261,645142,ENSG00000256374,45.73,1,148201752,148202536,
HGNC:38749,SDIM1,stress responsive DNAJB4 interacting membrane protein 1,Approved,,,6q27,AK129633,,100505705,ENSG00000256391,47.83,6,166307330,166309725,
HGNC:17537,ASIC5,acid sensing ion channel subunit family member 5,Approved,ACCN5,"INAC, HINAC",4q32.1,AJ252011,,51802,ENSG00000256394,34.92,4,156750881,156787425,
HGNC:19113,TAS2R31,taste 2 receptor member 31,Approved,TAS2R44,"T2R31, T2R53",12p13.2,"AX097748, AF494228",NM_176885,259290,ENSG00000256436,40.45,12,11182986,11184006,
HGNC:23799,DND1,DND microRNA-mediated repression inhibitor 1,Approved,,"MGC34750, RBMS4",5q31.3,AY321065,NM_194249,373863,ENSG00000256453,57.82,5,140050379,140053171,
HGNC:10527,SALL3,spalt like transcription factor 3,Approved,,ZNF796,18q23,AJ007421,NM_171999,27164,ENSG00000256463,46.05,18,76740275,76762677,
HGNC:9180,POLG2,"DNA polymerase gamma 2, accessory subunit",Approved,,"MTPOLB, HP55",17q23.3,U94703,NM_007215,11232,ENSG00000256525,41.33,17,62473902,62493154,
HGNC:49847,SMIM10L1,small integral membrane protein 10 like 1,Approved,,,12p13.2,,NM_001271592,100129361,ENSG00000256537,64.36,12,11323963,11324164,RP11-785H5.1
HGNC:14772,OR13A1,olfactory receptor family 13 subfamily A member 1,Approved,,,10q11.21,AB065728,NM_001004297,79290,ENSG00000256574,38.41,10,45798102,45811056,
HGNC:37155,MTRNR2L1,MT-RNR2 like 1,Approved,,,17p11.2,CR612552,NM_001190452,100462977,ENSG00000256618,41.09,17,22022437,22023991,
HGNC:31966,CLEC12B,C-type lectin domain family 12 member B,Approved,,,12p13.2,AK128243,NM_205852,387837,ENSG00000256660,35.63,12,10163226,10171218,
HGNC:39941,LIMS4,LIM zinc finger domain containing 4,Approved,LIMS3L,,2q13,AK298340,NM_001205288,100288695,ENSG00000256671,42.74,2,111222628,111230511,LIMS3L
HGNC:16656,ZNF350,zinc finger protein 350,Approved,,"ZBRK1, ZFQR",19q13.41,AF295096,NM_021632,59348,ENSG00000256683,42.15,19,52467596,52490109,
HGNC:8887,PGA5,pepsinogen A5,Approved,,,11q12.2,BC029055,NM_014224,5222,ENSG00000256713,52.12,11,61008514,61018920,
HGNC:18839,STH,saitohin,Approved,,MAPTIT,17q21.31,AA325304,,246744,ENSG00000256762,56.18,17,44076616,44077060,
HGNC:13497,ZNF253,zinc finger protein 253,Approved,ZNF411,"BMZF-1, FLJ90391",19p13.11,AF038951,NM_021047,56242,ENSG00000256771,38.27,19,19976695,20005483,
HGNC:37646,KLRF2,killer cell lectin like receptor F2,Approved,,NKp65,12p13.31,,NM_001190765,100431172,ENSG00000256797,34.46,12,10034088,10048432,
HGNC:34494,C17orf100,chromosome 17 open reading frame 100,Approved,,LOC388327,17p13.1,"BC028174, BC038956, BC052606",NM_001105520,388327,ENSG00000256806,51.35,17,6554971,6556791,
HGNC:16371,CAPNS2,calpain small subunit 2,Approved,,"MGC12536, MGC14804",16q12.2,AY052551,NM_032330,84290,ENSG00000256812,45.67,16,55600584,55601599,
HGNC:19119,SLC5A8,solute carrier family 5 member 8,Approved,,AIT,12q23.1-q23.2,AY081220,NM_145913,160728,ENSG00000256870,38.31,12,101549271,101604185,
HGNC:37164,MTRNR2L7,MT-RNR2 like 7,Approved,,,10p11.21,,NM_001190489,100288485,ENSG00000256892,38.09,10,37890366,37891859,
HGNC:30047,LIMS3,LIM zinc finger domain containing 3,Approved,,,2q13,AF288404,NM_033514,96626,ENSG00000256977,41.75,2,110656005,110677180,
HGNC:37274,KHDC1L,KH domain containing 1 like,Approved,,RP11-257K9.7,6q13,BC004267,NM_001126063,100129128,ENSG00000256980,52.09,6,73933267,73935493,
HGNC:20088,GPR142,G protein-coupled receptor 142,Approved,,PGR2,17q25.1,AY255622,NM_181790,350383,ENSG00000257008,59.32,17,72363546,72368761,
HGNC:5141,HP,haptoglobin,Approved,,,16q22.2,,NM_005143,3240,ENSG00000257017,47.68,16,72088491,72094954,
HGNC:49544,C11orf97,chromosome 11 open reading frame 97,Approved,LINC01171,,11q21,,,643037,ENSG00000257057,40.37,11,94245747,94265289,LINC01171
HGNC:29472,DENND11,DENN domain containing 11,Approved,KIAA1147,LCHN,7q34,AB032973,,57189,ENSG00000257093,43.51,7,141356528,141401953,KIAA1147
HGNC:24489,LSM14A,LSM14A mRNA processing body assembly factor,Approved,"C19orf13, FAM61A","DKFZP434D1335, RAP55A, RAP55",19q13.11,AL834398,NM_015578,26065,ENSG00000257103,39.83,19,34663409,34720420,
HGNC:26700,NHLRC4,NHL repeat containing 4,Approved,,,16p13.3,,NM_176677,283948,ENSG00000257108,64.36,16,616996,619495,
HGNC:30738,OR11H12,olfactory receptor family 11 subfamily H member 12,Approved,,,14q11.2,,NM_001013354,440153,ENSG00000257115,42.3,14,19377522,19378606,
HGNC:9584,TAS2R38,taste 2 receptor member 38,Approved,PTC,T2R61,7q34,AF494231,NM_176817,5726,ENSG00000257138,48.21,7,141672431,141673573,
HGNC:25068,GATC,glutamyl-tRNA amidotransferase subunit C,Approved,,"FLJ37000, 15E1.2, gatC",12q24.31,AK094319,NM_176818,283459,ENSG00000257218,47.46,12,120884241,120899389,
HGNC:33273,ZBED6,zinc finger BED-type containing 6,Approved,,,1q32.1,,NM_001174108,100381270,ENSG00000257315,41.18,1,203765437,203769686,
HGNC:7043,MGAM,maltase-glucoamylase,Approved,,MGA,7q34,AF016833,,8972,ENSG00000257335,39.57,7,141607613,141806547,
HGNC:3785,FNTB,"farnesyltransferase, CAAX box, beta",Approved,,FPTB,14q23.3,,NM_002028,2342,ENSG00000257365,44.99,14,65381203,65529368,
HGNC:37246,ZNF878,zinc finger protein 878,Approved,,,19p13.2,,NM_001080404,729747,ENSG00000257446,46.85,19,12154620,12167127,
HGNC:30571,ZNF625,zinc finger protein 625,Approved,,,19p13.2,BC007868,NM_145233,90589,ENSG00000257591,45.75,19,12251032,12267546,
HGNC:4126,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4,Approved,,GalNAc-T4,12q21.33,Y08564,NM_003774,8693,ENSG00000257594,44.99,12,89913185,89920039,
HGNC:27406,INAFM1,InaF motif containing 1,Approved,PRR24,,19q13.32,BC022076,NM_178511,255783,ENSG00000257704,70.41,19,47778142,47778979,PRR24
HGNC:13529,CNPY2,canopy FGF signaling regulator 2,Approved,TMEM4,"HP10390, ZSIG9, Cnpy2",12q13.3,AB015631,NM_014255,10330,ENSG00000257727,49.44,12,56703626,56710120,
HGNC:28101,MGAM2,maltase-glucoamylase 2 (putative),Approved,,,7q34,,,93432,ENSG00000257743,38.53,7,141811549,141922124,RP11-1220K2.2
HGNC:2557,CUX1,cut like homeobox 1,Approved,CUTL1,"CDP, CDP1, CUX, CUT, Clox, CDP/Cut, CDP/Cux, Cux/CDP, CASP, GOLIM6",7q22.1,M74099,NM_001913,1523,ENSG00000257923,48.62,7,101458959,101927249,
HGNC:37242,TEN1,TEN1 subunit of CST complex,Approved,C17orf106,FLJ39785,17q25.1,,NM_001113324,100134934,ENSG00000257949,49.23,17,73975301,73996667,
HGNC:48628,TEX49,testis expressed 49,Approved,LINC00935,,12q13.12,"AK131005, BC054859",,255411,ENSG00000257987,45.44,12,49121218,49159569,LINC00935
HGNC:15095,OR9A4,olfactory receptor family 9 subfamily A member 4,Approved,,,7q34,,NM_001001656,130075,ENSG00000258083,44.37,7,141618617,141619709,
HGNC:34390,MAP1LC3B2,microtubule associated protein 1 light chain 3 beta 2,Approved,,ATG8G,12q24.22,,NM_001085481,643246,ENSG00000258102,43.1,12,116997186,117014425,
HGNC:39125,PRSS58,serine protease 58,Approved,,TRYX3,7q34,,NM_001001317,136541,ENSG00000258223,38.67,7,141951963,141957878,
HGNC:2054,CLEC5A,C-type lectin domain containing 5A,Approved,CLECSF5,MDL-1,7q34,,NM_013252,23601,ENSG00000258227,40.03,7,141627157,141646807,
HGNC:20099,CHURC1,churchill domain containing 1,Approved,C14orf52,"My015, FLJ33064",14q23.3,AF060510,NM_145165,91612,ENSG00000258289,41.09,14,65381079,65411309,
HGNC:28737,C17orf49,chromosome 17 open reading frame 49,Approved,,"MGC49942, BAP18, HEPIS",17p13.1,AK055800,NM_174893,124944,ENSG00000258315,58.07,17,6917814,6920844,
HGNC:15888,RTEL1,regulator of telomere elongation helicase 1,Approved,C20orf41,"bK3184A7.3, NHL, DKFZP434C013, KIAA1088, RTEL",20q13.33,AB029011,NM_032957,51750,ENSG00000258366,59.81,20,62289163,62328416,
HGNC:26449,ZNF578,zinc finger protein 578,Approved,,FLJ31384,19q13.41,AK095562,NM_152472,147660,ENSG00000258405,43.95,19,52956829,53015407,
HGNC:30012,PDF,"peptide deformylase, mitochondrial",Approved,,,16q22.1,AF239156,NM_022341,64146,ENSG00000258429,61.27,16,69362524,69364498,
HGNC:24211,RNASE12,ribonuclease A family member 12 (inactive),Approved,,RAI1,14q11.2,,,493901,ENSG00000258436,45.64,14,21058352,21058982,
HGNC:14716,OR11H2,olfactory receptor family 11 subfamily H member 2,Approved,"OR11H2P, OR11H8P, C14orf15",,14q11.2,"AB065607, BK004489",NM_001197287,79334,ENSG00000258453,43.55,14,20181104,20182079,
HGNC:15570,SPESP1,sperm equatorial segment protein 1,Approved,,SP-ESP,15q22.31,AF275321,NM_145658,246777,ENSG00000258484,40.65,15,69110560,69239150,
HGNC:8985,SERPINA2,serpin family A member 2 (gene/pseudogene),Approved,"PIL, SERPINA2P","ATR, ARGS",14q32.13,JX680599,NM_006220,390502,ENSG00000258597,50.08,14,94830053,94833039,SERPINA2P
HGNC:10063,TRIM34,tripartite motif containing 34,Approved,RNF21,,11p15.4,AB039902,NM_001003827,53840,ENSG00000258659,41.62,11,5640994,5665628,
HGNC:16134,C20orf141,chromosome 20 open reading frame 141,Approved,,dJ860F19.4,20p13,,NM_080739,128653,ENSG00000258713,60.68,20,2795633,2796479,
HGNC:15350,OR11H7,olfactory receptor family 11 subfamily H member 7 (gene/pseudogene),Approved,OR11H7P,,14q11.2,,,390441,ENSG00000258806,45.43,14,20697561,20698500,
HGNC:15169,OR4C13,olfactory receptor family 4 subfamily C member 13,Approved,,,11p11.12,AB065750,NM_001001955,283092,ENSG00000258817,42.18,11,49973943,49974971,
HGNC:10047,RNASE4,ribonuclease A family member 4,Approved,,RAB1,14q11.2,U36775,,6038,ENSG00000258818,43.41,14,21152259,21168761,
HGNC:6929,MC1R,melanocortin 1 receptor,Approved,,MSH-R,16q24.3,,NM_002386,4157,ENSG00000258839,58.16,16,89978527,89987385,
HGNC:32179,DUXA,double homeobox A,Approved,,,19q13.43,,NM_001012729,503835,ENSG00000258873,45.64,19,57665389,57678811,
HGNC:25141,CEP95,centrosomal protein 95,Approved,CCDC45,DKFZp667E1824,17q23.3,AL832822,NM_138363,90799,ENSG00000258890,40.77,17,62502706,62538579,
HGNC:20772,TUBB3,tubulin beta 3 class III,Approved,FEOM3,"beta-4, CFEOM3, CFEOM3A",16q24.3,BC000748,NM_006086,10381,ENSG00000258947,58.94,16,89985573,90002500,
HGNC:20137,TMEM179,transmembrane protein 179,Approved,C14orf90,"FLJ42486, TMEM179A",14q32.33,AK124477,NM_207379,388021,ENSG00000258986,53.82,14,104941015,105071984,
HGNC:40032,SMIM6,small integral membrane protein 6,Approved,C17orf110,ELN,17q25.1,,NM_001162997,100130933,ENSG00000259120,55.5,17,73642323,73644057,
HGNC:6156,ITGB3,integrin subunit beta 3,Approved,GP3A,"CD61, GPIIIa",17q21.32,,NM_000212,3690,ENSG00000259207,43.83,17,45331212,45421658,
HGNC:31351,SLC35G6,solute carrier family 35 member G6,Approved,"TMEM21B, AMAC1L3",,17p13.1,,NM_001102614,643664,ENSG00000259224,58.87,17,7384721,7386383,
HGNC:49416,GOLGA6L19,golgin A6 family like 19,Approved,,,15q25.2 alternate reference locus,,,101927601,ENSG00000259243,53.67,15,83011379,83018198,
HGNC:35165,INAFM2,InaF motif containing 2,Approved,LINC00984,OGU1,15q15.1,"AI125471, AI125670",NM_001301268,100505573,ENSG00000259330,42.13,15,40617417,40618916,LINC00984
HGNC:4261,GH1,growth hormone 1,Approved,,"GH-N, GHN, GH, hGH-N",17q23.3,M13438,NM_000515,2688,ENSG00000259384,56.6,17,61994560,61996179,
